GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "16300","Cedar Rapids, IA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",93.361,93.607,94.144,92.913,93.727,91.248,93.906,92.005,91.401,91.519,92.227,91.768,90.682
 "16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.270,97.235,95.822,94.871,96.188,97.318,94.586,97.096,95.422,97.583,95.801,94.710,94.852
 "16580","Champaign-Urbana, IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.249,96.586,96.408,95.534,95.009,95.713,95.575,95.139,94.523,93.548,93.707,94.305,92.911
 "16620","Charleston, WV (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",90.159,89.399,91.433,92.732,92.819,91.028,92.303,91.653,92.204,89.470,90.753,89.049,88.770
 "16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.641,97.731,98.728,99.636,99.698,99.736,100.042,99.720,100.590,99.727,98.463,97.876,97.653
 "16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.715,94.377,95.995,96.172,96.188,96.416,96.756,96.422,97.413,96.834,95.699,94.881,94.581
 "16820","Charlottesville, VA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",100.652,99.089,101.305,101.866,99.237,101.509,99.798,100.392,100.258,100.161,99.418,96.573,96.627
 "16860","Chattanooga, TN-GA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",92.760,91.800,94.031,94.306,95.086,94.021,93.655,93.804,94.627,93.551,89.763,91.940,92.034
 "16940","Cheyenne, WY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",93.973,98.064,96.588,99.876,98.545,97.732,98.362,96.987,96.284,98.133,94.125,94.537,93.156
 "16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",105.353,106.811,106.127,107.014,105.551,104.769,103.499,102.809,104.201,105.569,104.687,103.276,104.846
 "17020","Chico, CA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",98.180,101.475,99.634,100.679,102.308,99.211,98.669,97.284,96.836,99.601,103.271,102.385,101.477
 "17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.104,96.726,94.948,93.348,92.637,92.949,92.496,91.847,93.749,93.428,94.453,94.947,93.476
 "17300","Clarksville, TN-KY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",90.402,91.307,92.750,94.539,94.182,94.583,93.615,93.753,94.212,93.515,89.490,90.541,90.755
 "17420","Cleveland, TN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",88.497,86.694,88.051,87.793,88.964,90.210,89.703,88.792,88.516,85.462,88.361,88.014,88.308
 "17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",93.009,96.225,95.058,95.786,96.259,96.760,96.737,95.967,96.157,95.967,94.922,94.531,93.003
 "17660","Coeur d'Alene, ID (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.786,95.047,92.578,94.285,94.349,96.309,97.178,97.516,96.042,98.086,95.068,93.236,91.563
 "17780","College Station-Bryan, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.341,94.938,96.475,96.518,96.874,96.401,96.117,96.607,96.843,95.785,95.271,93.805,95.074
 "17820","Colorado Springs, CO (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",98.149,101.357,99.073,102.119,101.750,101.106,100.966,99.282,98.866,102.143,97.996,99.927,97.918
 "17860","Columbia, MO (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.167,93.974,94.052,93.047,94.043,93.569,93.824,92.704,91.841,92.044,92.636,93.431,92.457
 "17900","Columbia, SC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.106,92.950,95.033,95.844,94.885,95.572,94.716,95.571,95.890,94.383,92.818,91.744,91.310
 "17980","Columbus, GA-AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",89.210,88.947,90.755,91.797,90.864,91.519,92.481,91.690,91.804,90.925,88.887,88.646,88.149
 "18020","Columbus, IN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",85.643,86.098,91.546,90.230,92.079,90.291,91.749,88.196,88.548,87.519,93.656,93.608,92.309
 "18140","Columbus, OH (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",96.243,95.782,95.834,94.288,95.297,95.386,95.440,94.738,94.715,93.704,95.014,95.824,94.230
 "18580","Corpus Christi, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",96.603,94.221,96.266,95.621,96.527,97.679,96.975,97.372,98.246,97.283,94.292,95.524,96.848
 "18700","Corvallis, OR (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",100.238,100.068,95.919,96.289,97.169,97.805,98.655,99.344,99.519,100.014,103.301,102.569,101.667
